id,zone,state,gender,age_category,age
19194,Mountain,Utah,F,medium,33
19195,Central,Louisiana,F,young,25
19196,Mountain,Utah,M,young,21
19197,Eastern,Michigan,M,medium,53
19198,Eastern,New York,M,medium,35
19199,Central,Oklahoma,M,young,20
19200,Eastern,Virginia,M,,30
19201,Eastern,Connecticut,M,medium,53
19202,Pacific,California,F,old,64
19203,Mountain,Colorado,M,young,23
19204,Eastern,Pennsylvania,M,,30
19205,Central,Missouri,F,medium,50
19206,Central,Alabama,M,medium,52
19207,Central,Texas,M,medium,43
19208,Central,Illinois,M,young,29
19209,Central,Kansas,M,medium,37
19210,Mountain,Colorado,M,young,29
19211,Central,Illinois,F,medium,46
19212,Mountain,Arizona,M,medium,40
19213,Mountain,Utah,M,old,65
19214,Central,Texas,F,young,23
19215,Eastern,Georgia,M,medium,34
19216,Mountain,New Mexico,F,medium,31
19217,Eastern,Maryland,M,medium,59
19218,Central,Texas,F,medium,39
19219,Pacific,California,F,young,23
19220,Eastern,Florida,M,young,17
19221,Central,Texas,M,medium,40
19222,Mountain,Idaho,M,medium,42
19223,Pacific,California,F,medium,45
19224,Eastern,Florida,F,medium,37
19225,Mountain,Idaho,M,medium,46
19226,Eastern,Florida,M,medium,53
19227,Pacific,California,F,medium,36
19228,Central,Alabama,M,young,23
19229,Eastern,Pennsylvania,F,medium,52
19230,Eastern,New York,F,medium,57
19231,Central,Texas,F,medium,39
19232,Eastern,South Carolina,M,young,24
19233,Eastern,Georgia,F,young,19
19234,Central,Kansas,M,medium,49
19235,Eastern,West Virginia,F,medium,42
19236,Pacific,California,M,medium,36
19237,Mountain,Arizona,F,young,24
19238,Eastern,Georgia,M,medium,50
19239,Central,Illinois,M,old,79
19240,Eastern,New Jersey,F,medium,43
19241,Eastern,Michigan,M,medium,35
19242,Central,Texas,F,medium,40
19243,Central,Texas,F,,30
19244,Mountain,Idaho,F,young,28
19245,Eastern,West Virginia,F,medium,34
19246,Pacific,Nevada,F,medium,43
19247,Central,Nebraska,M,medium,49
19248,Eastern,South Carolina,F,young,18
19249,Mountain,Arizona,F,young,19
19250,Mountain,Colorado,M,young,23
19251,Central,Texas,M,medium,31
19252,Eastern,Maryland,M,medium,32
19253,Central,Texas,M,medium,40
19254,Central,Iowa,F,medium,33
19255,Eastern,Pennsylvania,M,medium,42
19256,Central,Wisconsin,F,,30
19257,Eastern,Kentucky,M,medium,41
19258,Eastern,Georgia,F,young,28
19259,Central,Missouri,M,medium,35
19260,Central,Minnesota,M,medium,45
19261,Mountain,Montana,F,young,27
19262,Eastern,New Jersey,F,medium,46
19263,Central,Texas,M,young,17
19264,Eastern,Kentucky,M,medium,42
19265,Pacific,California,M,young,26
19266,Eastern,Virginia,F,,30
19267,Mountain,Idaho,F,young,29
19268,Mountain,Colorado,M,medium,43
19269,Pacific,Washington,F,young,21
19270,Mountain,Utah,M,medium,35
19271,Eastern,Connecticut,F,medium,34
19272,Eastern,Virginia,M,young,25
19273,Pacific,Washington,F,old,66
19274,Mountain,Idaho,M,medium,39
19275,Mountain,Colorado,M,young,27
19276,Central,Texas,F,medium,46
19277,Mountain,Colorado,F,,30
19278,Mountain,Arizona,F,medium,42
19279,Mountain,Arizona,F,medium,55
19280,Central,Tennessee,F,young,28
19281,Central,Texas,M,medium,46
19282,Central,Texas,F,medium,46
19283,Central,Minnesota,M,medium,40
19284,Mountain,Arizona,F,old,68
19285,Mountain,Arizona,F,medium,38
19286,Eastern,New York,F,old,62
19287,Eastern,North Carolina,F,medium,54
19288,Eastern,New York,M,medium,34
19289,Pacific,California,M,young,21
19290,Central,Oklahoma,M,medium,39
19291,Eastern,Vermont,F,medium,42
19292,Eastern,South Carolina,F,,30
19293,Eastern,Florida,F,medium,41
19294,Central,Texas,M,medium,36
19295,Central,Nebraska,M,medium,44
19296,Central,Missouri,M,medium,46
19297,Eastern,Pennsylvania,F,medium,42
19298,Central,Texas,M,medium,56
19299,Pacific,California,F,medium,43
19300,Pacific,California,F,young,29
19301,Pacific,California,F,young,28
19302,Eastern,Pennsylvania,F,medium,37
19303,Mountain,Arizona,M,medium,37
19304,Eastern,Connecticut,M,young,18
19305,Eastern,Florida,M,young,29
19306,Central,Illinois,M,young,29
19307,Mountain,Colorado,M,medium,50
19308,Pacific,California,M,young,22
19309,Eastern,Georgia,F,medium,45
19310,Eastern,Michigan,M,medium,57
19311,Eastern,New York,F,medium,46
19312,Central,Louisiana,M,medium,33
19313,Mountain,Arizona,M,medium,34
19314,Eastern,New York,M,medium,34
19315,Pacific,Washington,F,medium,55
19316,Eastern,Georgia,M,medium,31
19317,Mountain,Colorado,F,medium,51
19318,Central,Louisiana,F,medium,47
19319,Mountain,Arizona,M,medium,43
19320,Central,Minnesota,F,medium,39
19321,Eastern,Virginia,M,medium,39
19322,Pacific,California,F,medium,31
19323,Mountain,Arizona,M,young,26
19324,Central,Illinois,M,medium,40
19325,Mountain,Colorado,M,medium,38
19326,Eastern,Ohio,M,medium,47
19327,Eastern,Kentucky,M,medium,36
19328,Mountain,Arizona,F,medium,34
19329,Eastern,Ohio,M,medium,50
19330,Eastern,North Carolina,M,young,22
19331,Eastern,West Virginia,F,young,29
19332,Eastern,New York,F,medium,47
19333,Central,Alabama,M,medium,48
19334,Eastern,Massachusetts,F,young,29
19335,Central,Arkansas,F,old,64
19336,Eastern,New York,F,medium,53
19337,Pacific,California,F,medium,38
19338,Mountain,Colorado,M,young,29
19339,Eastern,Massachusetts,M,young,20
19340,Eastern,Florida,M,young,20
19341,Central,Alabama,M,medium,43
19342,Eastern,New York,F,medium,39
19343,Central,Iowa,F,young,22
19344,Central,Wisconsin,F,young,21
19345,Pacific,California,F,young,27
19346,Central,Wisconsin,F,young,20
19347,Eastern,Georgia,F,medium,41
19348,Pacific,Washington,M,medium,34
19349,Central,Nebraska,M,medium,37
19350,Mountain,New Mexico,F,medium,40
19351,Central,Louisiana,M,medium,51
19352,Mountain,Arizona,F,young,19
19353,Eastern,Indiana,M,medium,52
19354,Pacific,California,F,medium,35
19355,Eastern,Virginia,M,medium,46
19356,Central,Texas,M,medium,52
19357,Central,Illinois,M,young,19
19358,Eastern,Massachusetts,M,medium,36
19359,Eastern,Pennsylvania,M,medium,33
19360,Eastern,Pennsylvania,F,medium,41
19361,Pacific,Oregon,M,medium,31
19362,Mountain,Arizona,M,medium,54
19363,Central,Texas,M,medium,42
19364,Eastern,Florida,M,medium,43
19365,Pacific,California,M,medium,37
19366,Eastern,Virginia,M,young,22
19367,Central,Texas,F,young,24
19368,Central,Missouri,M,medium,47
19369,Eastern,New York,F,medium,39
19370,Eastern,South Carolina,F,young,21
19371,Eastern,Ohio,M,medium,56
19372,Eastern,New York,F,medium,41
19373,Mountain,New Mexico,M,medium,36
19374,Eastern,Florida,M,young,20
19375,Central,Alabama,M,young,20
19376,Eastern,Massachusetts,M,old,81
19377,Eastern,Florida,F,medium,38
19378,Eastern,New York,F,medium,58
19379,Central,Illinois,M,young,19
19380,Mountain,Arizona,F,medium,44
19381,Central,Alabama,F,old,62
19382,Central,Texas,F,medium,33
19383,Central,Texas,M,young,18
19384,Eastern,North Carolina,M,medium,45
19385,Eastern,West Virginia,F,medium,43
19386,Pacific,Oregon,F,medium,31
19387,Pacific,Washington,M,medium,40
19388,Eastern,New York,M,young,28
19389,Central,Tennessee,M,old,73
19390,Central,Wisconsin,F,medium,58
19391,Eastern,Pennsylvania,M,medium,49
19392,Central,Illinois,F,medium,37
19393,Eastern,Indiana,F,medium,38
19394,Central,Alabama,M,medium,31
19395,Eastern,Massachusetts,F,young,26
19396,Central,Texas,F,medium,33
19397,Mountain,Colorado,F,medium,57
19398,Central,Illinois,M,medium,59
19399,Mountain,Montana,M,medium,57
19400,Mountain,Colorado,M,young,17
19401,Central,Texas,M,medium,51
19402,Eastern,Pennsylvania,M,medium,42
19403,Central,Mississippi,M,medium,42
19404,Central,Wisconsin,M,young,20
19405,Central,Illinois,M,,30
19406,Central,Texas,M,young,29
19407,Eastern,New York,F,young,20
19408,Eastern,Georgia,M,medium,41
19409,Eastern,New York,F,,30
19410,Eastern,North Carolina,M,old,61
19411,Eastern,New Hampshire,M,young,21
19412,Mountain,Colorado,M,young,23
19413,Central,Iowa,M,medium,43
19414,Central,Missouri,M,young,22
19415,Central,Texas,M,young,28
19416,Eastern,Florida,M,medium,39
19417,Mountain,Arizona,F,medium,35
19418,Eastern,Michigan,M,medium,46
19419,Central,Wisconsin,F,medium,60
19420,Central,Texas,M,medium,33
19421,Pacific,California,F,medium,43
19422,Central,Illinois,M,old,61
19423,Eastern,North Carolina,M,young,17
19424,Eastern,Maryland,M,old,68
19425,Eastern,Indiana,M,medium,35
19426,Central,Texas,M,young,26
19427,Eastern,New Jersey,M,medium,34
19428,Eastern,Maryland,M,young,25
19429,Central,Texas,M,medium,37
19430,Central,Missouri,F,medium,35
19431,Mountain,Idaho,F,medium,31
19432,Pacific,California,M,medium,42
19433,Central,Illinois,F,medium,50
19434,Eastern,Florida,F,young,20
19435,Eastern,New York,F,medium,43
19436,Eastern,Maryland,M,medium,42
19437,Eastern,Michigan,M,young,21
19438,Central,Iowa,F,medium,44
19439,Central,Tennessee,M,medium,57
19440,Central,Oklahoma,F,young,24
19441,Mountain,New Mexico,F,young,19
19442,Central,Mississippi,M,medium,51
19443,Central,Texas,F,medium,36
19444,Central,Missouri,M,medium,58
19445,Central,Oklahoma,M,medium,57
19446,Eastern,Florida,M,medium,59
19447,Mountain,Colorado,F,old,62
19448,Central,Alabama,M,young,21
19449,Eastern,New Jersey,M,medium,48
19450,Central,Illinois,F,medium,43
19451,Central,Louisiana,M,,30
19452,Central,Texas,M,medium,57
19453,Eastern,North Carolina,F,young,24
19454,Eastern,Pennsylvania,F,old,63
19455,Eastern,Florida,M,young,22
19456,Pacific,Oregon,F,medium,57
19457,Mountain,Arizona,M,medium,33
19458,Eastern,New York,F,medium,54
19459,Eastern,Florida,M,medium,33
19460,Eastern,New York,F,medium,41
19461,Pacific,California,M,young,29
19462,Pacific,California,F,medium,48
19463,Eastern,Virginia,M,medium,46
19464,Eastern,New York,F,medium,51
19465,Central,Illinois,F,medium,46
19466,Mountain,Arizona,M,medium,32
19467,Pacific,California,F,medium,44
19468,Central,Louisiana,F,,30
19469,Central,Iowa,M,medium,54
19470,Mountain,Colorado,M,medium,41
19471,Eastern,Virginia,M,medium,53
19472,Central,Texas,M,medium,35
19473,Mountain,New Mexico,M,medium,46
19474,Mountain,Wyoming,F,medium,32
19475,Eastern,Pennsylvania,M,young,29
19476,Mountain,Arizona,F,medium,32
19477,Mountain,Colorado,M,medium,38
19478,Mountain,Utah,M,young,28
19479,Central,Texas,M,medium,34
19480,Eastern,Massachusetts,M,medium,50
19481,Mountain,Arizona,M,young,29
19482,Central,South Dakota,M,medium,39
19483,Central,Tennessee,M,medium,47
19484,Mountain,Arizona,F,,30
19485,Mountain,Colorado,F,young,21
19486,Eastern,New Jersey,M,young,20
19487,Eastern,Pennsylvania,M,medium,37
19488,Central,Mississippi,F,young,21
19489,Mountain,Montana,M,medium,46
19490,Eastern,Massachusetts,F,young,24
19491,Central,Kansas,F,young,18
19492,Eastern,New York,F,medium,40
19493,Eastern,Maine,M,medium,35
19494,Central,Texas,M,young,22
19495,Eastern,North Carolina,M,medium,43
19496,Eastern,Ohio,M,medium,56
19497,Eastern,Massachusetts,F,young,20
19498,Pacific,California,M,medium,59
19499,Mountain,Arizona,M,old,68
19500,Eastern,Connecticut,M,medium,35
19501,Mountain,Colorado,F,medium,45
19502,Eastern,New Hampshire,F,medium,31
19503,Pacific,California,M,medium,47
19504,Central,Texas,M,medium,43
19505,Central,Texas,M,medium,34
19506,Eastern,New York,M,medium,43
19507,Eastern,Maryland,F,medium,34
19508,Central,Missouri,M,medium,42
19509,Pacific,California,M,medium,56
19510,Mountain,Colorado,M,medium,51
19511,Eastern,Kentucky,F,medium,37
19512,Mountain,Idaho,M,young,27
19513,Eastern,Ohio,F,young,23
19514,Eastern,Maryland,M,medium,55
19515,Eastern,New York,F,young,28
19516,Eastern,Michigan,M,medium,55
19517,Eastern,New York,M,medium,48
19518,Central,Wisconsin,M,young,28
19519,Pacific,California,M,medium,33
19520,Central,Texas,F,young,23
19521,Eastern,Virginia,F,young,27
19522,Central,Louisiana,F,young,29
19523,Central,Texas,M,,30
19524,Central,Texas,F,medium,50
19525,Central,Illinois,M,medium,31
19526,Mountain,Arizona,F,medium,33
19527,Central,Wisconsin,M,,30
19528,Mountain,Idaho,M,medium,43
19529,Central,Illinois,F,medium,33
19530,Eastern,New York,F,young,22
19531,Central,Texas,M,medium,31
19532,Pacific,California,M,young,19
19533,Eastern,Massachusetts,F,medium,41
19534,Eastern,Virginia,M,old,66
19535,Eastern,New York,F,medium,51
19536,Central,Texas,M,medium,52
19537,Eastern,Ohio,F,medium,54
19538,Eastern,Ohio,F,young,26
19539,Mountain,Wyoming,M,medium,35
19540,Central,Missouri,F,young,26
19541,Mountain,Montana,M,young,24
19542,Eastern,Massachusetts,F,young,28
19543,Eastern,West Virginia,M,young,18
19544,Central,Mississippi,F,young,28
19545,Eastern,New Jersey,F,medium,60
19546,Mountain,Arizona,M,medium,41
19547,Central,Arkansas,M,medium,40
19548,Eastern,West Virginia,M,,30
19549,Eastern,Florida,F,medium,37
19550,Eastern,Maryland,F,medium,50
19551,Eastern,North Carolina,F,young,25
19552,Eastern,Ohio,F,medium,56
19553,Eastern,Pennsylvania,M,medium,42
19554,Central,Illinois,M,medium,32
19555,Eastern,Virginia,M,medium,52
19556,Pacific,California,M,young,24
19557,Eastern,Georgia,M,medium,47
19558,Mountain,Colorado,F,young,28
19559,Eastern,Pennsylvania,M,medium,39
19560,Central,Tennessee,F,old,62
19561,Pacific,California,M,young,26
19562,Central,Texas,M,medium,38
19563,Eastern,Florida,M,medium,51
19564,Eastern,Maryland,F,medium,42
19565,Central,Louisiana,M,medium,34
19566,Eastern,Pennsylvania,M,medium,44
19567,Pacific,Washington,M,young,23
19568,Central,Louisiana,F,young,20
19569,Mountain,Montana,M,medium,51
19570,Eastern,New York,M,medium,48
19571,Eastern,Georgia,F,medium,51
19572,Pacific,California,M,young,23
19573,Pacific,Washington,F,medium,36
19574,Eastern,New York,M,medium,50
19575,Mountain,Colorado,F,medium,35
19576,Mountain,Colorado,M,medium,37
19577,Eastern,Kentucky,M,young,22
19578,Mountain,Colorado,F,medium,35
19579,Eastern,Pennsylvania,F,medium,34
19580,Pacific,California,M,young,19
19581,Eastern,Ohio,M,medium,33
19582,Pacific,California,F,medium,34
19583,Pacific,California,M,medium,45
19584,Eastern,New York,F,medium,43
19585,Eastern,New Jersey,M,medium,44
19586,Central,Texas,M,young,20
19587,Central,Tennessee,M,young,25
19588,Eastern,Michigan,M,medium,43
19589,Central,Missouri,F,medium,51
19590,Mountain,Arizona,M,medium,51
19591,Eastern,Connecticut,M,medium,39
19592,Mountain,Arizona,M,medium,56
19593,Central,Tennessee,M,medium,49
19594,Eastern,North Carolina,M,medium,32
19595,Eastern,Ohio,M,medium,45
19596,Eastern,Pennsylvania,F,medium,51
19597,Central,Illinois,F,medium,36
19598,Central,Wisconsin,F,medium,58
19599,Eastern,Pennsylvania,F,young,17
19600,Pacific,California,M,medium,32
19601,Eastern,Florida,M,medium,42
19602,Central,Missouri,M,young,20
19603,Mountain,Colorado,F,medium,35
19604,Eastern,Michigan,M,medium,50
19605,Mountain,Arizona,F,medium,35
19606,Central,Iowa,F,young,21
19607,Central,Oklahoma,F,medium,32
19608,Eastern,New York,M,medium,41
19609,Eastern,New York,F,medium,39
19610,Eastern,New York,F,young,18
19611,Pacific,Nevada,M,medium,32
19612,Mountain,New Mexico,F,medium,36
19613,Mountain,Arizona,M,young,29
19614,Central,Alabama,M,medium,44
19615,Eastern,New York,M,old,76
19616,Mountain,Montana,F,young,24
19617,Central,Mississippi,F,old,65
19618,Mountain,Arizona,M,medium,55
19619,Mountain,New Mexico,M,medium,47
19620,Eastern,Indiana,F,medium,31
19621,Central,Oklahoma,M,young,21
19622,Central,Missouri,F,young,29
19623,Pacific,California,F,young,29
19624,Eastern,North Carolina,M,medium,36
19625,Eastern,Kentucky,F,medium,37
19626,Eastern,Virginia,M,medium,43
19627,Central,Iowa,M,young,24
19628,Central,Mississippi,F,young,22
19629,Central,Illinois,M,young,26
19630,Eastern,Florida,M,medium,41
19631,Central,Illinois,F,medium,45
19632,Eastern,New York,F,medium,40
19633,Mountain,Colorado,M,medium,31
19634,Mountain,Idaho,F,medium,36
19635,Eastern,Florida,M,young,26
19636,Eastern,New York,F,medium,47
19637,Eastern,Michigan,F,young,25
19638,Eastern,New York,F,medium,57
19639,Central,Tennessee,F,medium,60
19640,Mountain,Arizona,M,medium,31
19641,Mountain,Montana,F,young,24
19642,Mountain,New Mexico,M,old,68
19643,Central,Iowa,M,medium,49
19644,Mountain,Colorado,F,,30
19645,Pacific,California,F,medium,41
19646,Eastern,Ohio,M,medium,58
19647,Eastern,Pennsylvania,M,medium,47
19648,Eastern,New York,F,medium,34
19649,Central,Texas,M,old,64
19650,Central,Texas,F,medium,38
19651,Mountain,Montana,M,medium,32
19652,Eastern,Florida,M,medium,39
19653,Pacific,Oregon,M,medium,33
19654,Eastern,New Hampshire,M,medium,41
19655,Central,Texas,M,young,27
19656,Eastern,Florida,F,young,23
19657,Eastern,Florida,F,medium,48
19658,Central,Alabama,F,old,74
19659,Mountain,Colorado,F,medium,36
19660,Central,Iowa,M,medium,53
19661,Eastern,West Virginia,M,medium,50
19662,Eastern,Ohio,F,medium,56
19663,Eastern,Pennsylvania,M,medium,43
19664,Mountain,New Mexico,F,medium,52
19665,Central,Tennessee,F,young,23
19666,Mountain,Colorado,M,old,64
19667,Eastern,Florida,M,young,21
19668,Eastern,New Jersey,M,young,24
19669,Central,Arkansas,F,young,17
19670,Mountain,Montana,M,medium,46
19671,Mountain,Colorado,F,young,18
19672,Mountain,Colorado,F,young,27
19673,Central,Mississippi,F,young,29
19674,Eastern,Rhode Island,M,medium,44
19675,Eastern,Florida,M,medium,46
19676,Mountain,Arizona,F,medium,57
19677,Mountain,Arizona,F,medium,36
19678,Pacific,California,M,young,22
19679,Pacific,California,F,medium,36
19680,Central,Minnesota,M,medium,40
19681,Eastern,New Jersey,M,medium,44
19682,Central,Texas,F,young,26
19683,Eastern,Ohio,M,medium,33
19684,Eastern,Connecticut,M,medium,32
19685,Eastern,Florida,M,young,19
19686,Central,Minnesota,F,young,25
19687,Eastern,Florida,M,medium,45
19688,Eastern,Connecticut,F,young,20
19689,Pacific,California,M,medium,44
19690,Mountain,Colorado,M,medium,44
19691,Eastern,Pennsylvania,F,medium,39
19692,Eastern,Kentucky,F,medium,45
19693,Mountain,Utah,M,medium,44
19694,Central,Missouri,F,young,26
19695,Mountain,Colorado,M,medium,41
19696,Eastern,Georgia,M,medium,46
19697,Eastern,New York,F,medium,57
19698,Central,Texas,M,young,21
19699,Mountain,Colorado,M,young,23
19700,Eastern,New York,F,medium,53
19701,Mountain,Utah,M,young,27
19702,Eastern,Michigan,F,medium,42
19703,Central,Tennessee,F,young,21
19704,Mountain,Arizona,F,,30
19705,Eastern,Michigan,M,medium,33
19706,Eastern,Massachusetts,M,medium,41
19707,Pacific,California,F,young,18
19708,Central,Missouri,M,medium,36
19709,Eastern,Ohio,M,old,64
19710,Central,Illinois,M,medium,35
19711,Central,Texas,M,medium,47
19712,Eastern,Connecticut,M,medium,34
19713,Eastern,Pennsylvania,M,medium,37
19714,Central,Illinois,M,young,28
19715,Mountain,Arizona,F,medium,36
19716,Pacific,California,M,medium,52
19717,Central,Missouri,M,medium,37
19718,Mountain,Utah,M,medium,50
19719,Central,Louisiana,F,medium,59
19720,Pacific,California,M,medium,47
19721,Eastern,Florida,F,medium,52
19722,Central,Iowa,M,medium,36
19723,Eastern,Florida,M,medium,56
19724,Eastern,Georgia,F,medium,39
19725,Mountain,Arizona,M,medium,54
19726,Eastern,Ohio,M,medium,38
19727,Eastern,Georgia,M,young,28
19728,Eastern,Virginia,M,young,23
19729,Central,Iowa,F,medium,46
19730,Mountain,Colorado,M,medium,36
19731,Eastern,New York,F,medium,38
19732,Eastern,Michigan,M,medium,58
19733,Pacific,California,F,young,26
19734,Mountain,Utah,M,medium,50
19735,Eastern,New Jersey,F,medium,40
19736,Mountain,Arizona,M,medium,48
19737,Eastern,New Jersey,M,medium,38
19738,Eastern,North Carolina,F,medium,40
19739,Eastern,Michigan,M,medium,31
19740,Central,Illinois,M,medium,39
19741,Mountain,Arizona,F,medium,52
19742,Central,Alabama,M,medium,42
19743,Mountain,Arizona,F,medium,40
19744,Eastern,Florida,M,old,64
19745,Central,Texas,M,medium,38
19746,Mountain,Utah,F,medium,36
19747,Central,Wisconsin,F,medium,36
19748,Central,Texas,M,medium,37
19749,Central,Texas,M,young,28
19750,Pacific,California,M,medium,47
19751,Mountain,Arizona,F,medium,36
19752,Eastern,Pennsylvania,M,medium,40
19753,Eastern,Ohio,F,young,17
19754,Central,Wisconsin,F,medium,55
19755,Eastern,Kentucky,M,medium,32
19756,Mountain,Colorado,F,medium,51
19757,Eastern,Ohio,F,medium,51
19758,Central,Iowa,F,medium,35
19759,Central,Illinois,F,medium,39
19760,Central,Louisiana,F,young,20
19761,Mountain,Arizona,F,young,28
19762,Eastern,Massachusetts,F,medium,32
19763,Mountain,Arizona,M,medium,47
19764,Eastern,Vermont,M,medium,56
19765,Pacific,California,F,medium,42
19766,Central,Mississippi,F,medium,54
19767,Eastern,Michigan,M,medium,40
19768,Central,Nebraska,M,medium,41
19769,Central,Nebraska,F,old,69
19770,Eastern,Kentucky,F,young,19
19771,Pacific,California,M,medium,48
19772,Central,Tennessee,F,medium,59
19773,Eastern,Maryland,M,medium,41
19774,Eastern,Indiana,F,medium,51
19775,Pacific,Oregon,M,medium,36
19776,Pacific,California,F,medium,39
19777,Pacific,California,M,medium,31
19778,Pacific,California,F,medium,57
19779,Central,Louisiana,M,young,24
19780,Central,Texas,M,medium,31
19781,Mountain,Arizona,M,young,29
19782,Eastern,Pennsylvania,M,old,63
19783,Eastern,Virginia,M,medium,32
19784,Eastern,Florida,M,medium,51
19785,Eastern,Michigan,M,medium,58
19786,Mountain,Colorado,F,medium,50
19787,Eastern,New York,M,young,26
19788,Central,Arkansas,M,medium,45
19789,Eastern,Virginia,M,medium,36
19790,Mountain,Arizona,M,medium,33
19791,Central,Texas,M,medium,41
19792,Eastern,Florida,M,medium,36
19793,Eastern,Michigan,F,medium,43
19794,Central,Alabama,F,medium,54
19795,Central,Missouri,F,medium,58
19796,Eastern,Virginia,M,young,28
19797,Eastern,Michigan,F,young,27
19798,Pacific,California,M,medium,38
19799,Pacific,Washington,F,medium,44
19800,Central,Texas,F,medium,34
19801,Eastern,Delaware,M,medium,46
19802,Eastern,New York,F,young,19
19803,Central,Wisconsin,F,young,17
19804,Central,Minnesota,M,young,24
19805,Central,Texas,F,medium,36
19806,Central,Texas,M,medium,33
19807,Central,Minnesota,F,medium,39
19808,Central,Louisiana,M,old,62
19809,Eastern,Ohio,M,medium,39
19810,Eastern,New York,F,medium,45
19811,Central,Alabama,F,medium,41
19812,Mountain,Arizona,M,young,26
19813,Central,Texas,M,medium,33
19814,Eastern,West Virginia,M,young,23
19815,Central,Illinois,F,young,29
19816,Central,Oklahoma,F,young,20
19817,Mountain,Colorado,M,young,22
19818,Eastern,Massachusetts,F,medium,33
19819,Central,Tennessee,F,medium,44
19820,Central,Louisiana,F,medium,49
19821,Mountain,Arizona,M,young,25
19822,Central,Missouri,M,old,61
19823,Mountain,Arizona,M,,30
19824,Eastern,Georgia,M,medium,32
19825,Mountain,Utah,M,,30
19826,Mountain,Arizona,M,medium,37
19827,Eastern,Indiana,M,medium,54
19828,Eastern,Virginia,M,medium,45
19829,Central,Texas,F,medium,60
19830,Eastern,New Hampshire,F,medium,39
19831,Eastern,Maine,M,medium,35
19832,Eastern,Pennsylvania,M,medium,53
19833,Central,Illinois,M,young,18
19834,Central,Louisiana,M,medium,53
19835,Eastern,Florida,F,medium,46
19836,Pacific,California,M,medium,36
19837,Eastern,New York,F,medium,60
19838,Central,Alabama,M,medium,41
19839,Mountain,Utah,F,old,67
19840,Eastern,Ohio,M,medium,50
19841,Pacific,California,M,medium,37
19842,Central,Arkansas,M,young,23
19843,Central,Texas,M,medium,60
19844,Eastern,New Jersey,F,medium,34
19845,Eastern,Ohio,F,old,66
19846,Eastern,Massachusetts,M,young,18
19847,Eastern,New York,F,medium,39
19848,Mountain,New Mexico,M,young,28
19849,Eastern,Michigan,M,medium,35
19850,Mountain,Arizona,M,medium,47
19851,Eastern,Georgia,M,old,61
19852,Eastern,Kentucky,M,medium,39
19853,Eastern,South Carolina,F,medium,58
19854,Eastern,Michigan,F,medium,36
19855,Eastern,Georgia,M,medium,49
19856,Eastern,North Carolina,F,young,24
19857,Pacific,California,M,,30
19858,Central,Arkansas,M,young,23
19859,Eastern,Ohio,M,young,17
19860,Central,Texas,M,old,67
19861,Eastern,Michigan,F,young,17
19862,Mountain,Arizona,F,young,24
19863,Pacific,California,F,medium,45
19864,Central,Texas,M,medium,41
19865,Central,Texas,M,medium,43
19866,Central,Louisiana,M,young,27
19867,Eastern,Virginia,F,medium,48
19868,Eastern,North Carolina,M,medium,36
19869,Eastern,North Carolina,M,old,63
19870,Pacific,Washington,F,medium,54
19871,Eastern,Michigan,F,medium,50
19872,Eastern,Maryland,F,medium,41
19873,Eastern,Pennsylvania,F,medium,44
19874,Central,Missouri,M,medium,39
19875,Pacific,California,F,young,25
19876,Central,Arkansas,M,medium,45
19877,Eastern,Florida,F,medium,43
19878,Eastern,Pennsylvania,M,medium,43
19879,Eastern,North Carolina,M,old,74
19880,Mountain,Arizona,M,young,20
19881,Eastern,Florida,M,medium,36
19882,Mountain,Arizona,M,medium,45
19883,Central,Louisiana,F,young,19
19884,Mountain,Colorado,F,medium,49
19885,Eastern,New Jersey,M,young,24
19886,Mountain,Utah,M,medium,36
19887,Mountain,Idaho,M,medium,60
19888,Central,Minnesota,F,medium,45
19889,Central,Minnesota,F,young,22
19890,Pacific,Washington,M,young,26
19891,Central,Alabama,M,medium,38
19892,Eastern,New York,F,medium,38
19893,Central,Illinois,F,medium,46
19894,Mountain,Colorado,F,medium,32
19895,Central,Illinois,M,young,23
19896,Central,Tennessee,F,young,24
19897,Mountain,Colorado,M,medium,44
19898,Eastern,New York,F,medium,33
19899,Eastern,New York,M,medium,46
19900,Eastern,North Carolina,F,young,22
19901,Eastern,Georgia,F,young,26
19902,Eastern,Ohio,M,young,20
19903,Eastern,Pennsylvania,M,young,21
19904,Central,Minnesota,F,young,22
19905,Mountain,Idaho,F,medium,34
19906,Pacific,California,M,medium,48
19907,Eastern,Ohio,M,,30
19908,Eastern,Florida,M,medium,57
19909,Eastern,South Carolina,M,young,19
19910,Eastern,Georgia,F,young,19
19911,Eastern,Ohio,M,medium,52
19912,Eastern,New York,M,old,64
19913,Central,Texas,F,young,25
19914,Central,Alabama,M,young,24
19915,Mountain,Idaho,M,medium,60
19916,Eastern,Indiana,M,medium,53
19917,Eastern,Virginia,F,medium,46
19918,Eastern,Pennsylvania,M,medium,48
19919,Central,Tennessee,F,young,19
19920,Eastern,Pennsylvania,M,medium,47
19921,Eastern,New Jersey,F,medium,35
19922,Eastern,Florida,M,medium,55
19923,Eastern,Massachusetts,M,young,27
19924,Mountain,Arizona,F,old,64
19925,Central,Texas,M,young,25
19926,Central,Missouri,M,medium,42
19927,Eastern,New York,M,old,61
19928,Eastern,Georgia,F,medium,42
19929,Eastern,Michigan,M,medium,54
19930,Eastern,New Jersey,F,old,78
19931,Central,Minnesota,M,medium,46
19932,Pacific,California,M,medium,35
19933,Eastern,New York,F,medium,56
