gvkey,conm,datadate,fyear,price,eps,pe
278170,YARI MINERALS LIMITED,31/12/2019,2019,0.003,-0.0009,
278245,GOLD ROAD RESOURCES LTD,31/12/2019,2019,1.375,-0.0053,
278551,CALIMA ENERGY LTD,31/12/2019,2019,0.003,-0.0009,
279488,LIONHUB GROUP LTD,31/12/2019,2019,0.003,-0.0009,
281531,TITAN MINERALS LTD - OLD,31/12/2019,2019,0.067,-0.038,
281718,FIREFINCH LTD,31/12/2019,2019,0.047,,
282050,LUCAPA DIAMOND CO LTD,31/12/2019,2019,0.08,-0.0067,
282321,CYCLOPHARM LTD,31/12/2019,2019,1,-0.0427,
282567,GALAXY RESOURCES,31/12/2019,2019,0.8,-0.6944,
283453,CARBINE RESOURCES LTD,31/12/2019,2019,0.042,-0.004,
284251,BOART LONGYEAR GROUP LTD,31/12/2019,2019,0.46,-0.5176,
284314,ENOVA MINING LTD,31/12/2019,2019,0.003,-0.0017,
284651,ANIMOCA BRANDS CORP LTD,31/12/2019,2019,0.18,-0.0299,
284723,RED SKY ENERGY LTD,31/12/2019,2019,0.001,-0.0014,
284915,RMA ENERGY LTD,31/12/2019,2019,0.001,-0.0001,
285932,GTI ENERGY LTD,31/12/2019,2019,0.004,-0.0023,
287096,AUKING MINING LTD,31/12/2019,2019,0.002,-0.0012,
287566,G8 EDUCATION LTD,31/12/2019,2019,0.835,0.1366,6.112737921
287635,DOTZ NANO LTD,31/12/2019,2019,0.045,-0.0172,
287760,BASSARI RESOURCES,31/12/2019,2019,0.013,-0.0011,
287853,FLUENCE CORPORATION LTD,31/12/2019,2019,0.3,-0.0568,
288229,ADVANCE METALS LIMITED,31/12/2019,2019,0.016,-0.0081,
288304,NGE CAPITAL LTD,31/12/2019,2019,0.4,0.0858,4.662004662
289313,TURACO GOLD LIMITED,31/12/2019,2019,0.0015,-0.0003,
289556,BURU ENERGY LTD,31/12/2019,2019,0.073,-0.0637,
290336,SYRAH RESOURCES LIMITED,31/12/2019,2019,0.26,-0.3456,
292514,TRITON MINERALS LTD,31/12/2019,2019,0.027,-0.0028,
293464,METRO MINING LTD,31/12/2019,2019,0.105,0.0026,40.38461538
293593,FRONTIER ENERGY LIMITED,31/12/2019,2019,0.007,-0.0072,
293640,ABX GROUP LTD,31/12/2019,2019,0.079,-0.017,
293796,ATLAS ARTERIA LTD,31/12/2019,2019,5.51,0.0245,224.8979592
294831,WEST AFRICAN RESOURCES LTD,31/12/2019,2019,0.415,-0.0049,
295174,HORSESHOE METALS LTD,31/12/2019,2019,0.012,-0.0038,
295356,FREEDOM OIL AND GAS LTD,31/12/2019,2019,,-0.0934,
295427,LATIN RESOURCES LTD,31/12/2019,2019,0.003,-0.0366,
295876,KULA GOLD LTD,31/12/2019,2019,0.037,0.0002,185
296032,CRITICAL RESOURCES LTD,31/12/2019,2019,0.012,-0.0094,
296282,KAZAKHSTAN POTASH CORP LTD,31/12/2019,2019,0.02,-0.0301,
296338,XANADU MINES LTD,31/12/2019,2019,0.028,-0.0117,
296479,HARANGA RESOURCES LTD,31/12/2019,2019,,,
296582,VOLTAIC STRATEGIC RESOURCES,31/12/2019,2019,0.001,-0.0093,
296603,DICKER DATA LTD,31/12/2019,2019,5.78,0.3369,17.15642624
299291,TIGERS REALM COAL LTD,31/12/2019,2019,0.009,-0.0104,
307488,BRAINCHIP HOLDINGS LTD,31/12/2019,2019,0.039,-0.0095,
310403,FRONTIER CAPITAL GROUP LTD,31/12/2019,2019,,0.0077,
311483,LITHIUM UNIVERSE LIMITED,31/12/2019,2019,0.005,-0.004,
313077,YANCOAL AUSTRALIA LTD,31/12/2019,2019,2.15,0.5445,3.948576676
313322,HIGHFIELD RESOURCES LTD,31/12/2019,2019,0.345,-0.0228,
313355,ATRUM COAL LTD,31/12/2019,2019,0.185,-0.0515,
313564,AQUIS ENTERTAINMENT LTD,31/12/2019,2019,0.016,-0.0214,
313851,ICAR ASIA LTD,31/12/2019,2019,0.18,-0.0265,
314719,WARATAH MINERALS LIMITED,31/12/2019,2019,0.005,-0.0293,
314971,TALON ENERGY LTD,31/12/2019,2019,0.001,-0.0009,
314996,INTEGRATED MEDIA TECHNOLOGY,31/12/2019,2019,3.1641,-4.6331,
316002,FERTOZ LTD,31/12/2019,2019,0.061,-0.0141,
316613,FREELANCER LTD,31/12/2019,2019,0.3,-0.0035,
316946,ENSOGO LTD,31/12/2019,2019,,-0.0105,
317892,ESSITY AUSTRALASIA,31/12/2019,2019,1.01,0.0524,19.27480916
317925,SMARTGROUP CORPORATION LTD,31/12/2019,2019,4.89,0.4767,10.25802391
318194,SPEEDCAST INTERNATIONAL LTD,31/12/2019,2019,0.79,-1.9189,
318404,WINCHESTER ENERGY LTD,31/12/2019,2019,0.018,-0.0052,
318463,NANOPAC INNOVATION LTD,31/12/2019,2019,,,
318504,THINK CHILDCARE LTD,31/12/2019,2019,0.75,0.0347,21.61383285
318655,TIAN POH RESOURCES,31/12/2019,2019,0.05,-0.0037,
318874,OOH MEDIA LTD,31/12/2019,2019,0.64,0.0562,11.38790036
318876,LATAM AUTOS LTD,31/12/2019,2019,0.016,-0.0263,
318978,APPEN LTD,31/12/2019,2019,19.69,0.3528,55.8106576
319927,SHRIRO HOLDINGS LTD,31/12/2019,2019,0.495,0.0682,7.258064516
320129,COSTA GROUP HOLDINGS,31/12/2019,2019,2.75,-0.1075,
320241,PALLA PHARMA LTD,31/12/2019,2019,0.55,-0.0866,
320822,ONEALL INTERNATIONAL LTD,31/12/2019,2019,0.85,0.023,36.95652174
321005,JAYEX TECHNOLOGY LTD,31/12/2019,2019,0.015,-0.0056,
321849,DRONESHIELD LTD,31/12/2019,2019,0.1,-0.036,
321870,NZME LTD,31/12/2019,2019,0.184,-0.8378,
321949,RANGE INTERNATIONAL LTD,31/12/2019,2019,0.012,-0.0458,
322010,AUSTRALIS OIL & GAS LTD,31/12/2019,2019,0.014,0.0072,1.944444444
322152,SILVER HERITAGE LTD,31/12/2019,2019,0.01,-0.0258,
322155,FRONTIER DIGITAL VENTURES,31/12/2019,2019,0.61,-0.0062,
322467,DUXTON WATER LTD,31/12/2019,2019,1.3,0.0636,20.44025157
322903,MAYFIELD CHILDCARE LTD,31/12/2019,2019,0.56,0.1058,5.293005671
323316,INHALERX LIMITED,31/12/2019,2019,0.054,-0.0308,
323771,DE MEM LIMITED,31/12/2019,2019,0.165,-0.0258,
323930,I SYNERGY GROUP LTD,31/12/2019,2019,0.1,-0.0118,
324048,PEGMONT MINES LTD,31/12/2019,2019,0.05,0.0207,2.415458937
324055,ADVANCETC LTD,31/12/2019,2019,0.865,0.0084,102.9761905
324056,ICANDY INTERACTIVE,31/12/2019,2019,0.024,-0.0068,
324107,HEARME OUT LTD,31/12/2019,2019,,-0.0099,
324114,E-PLUS LTD,31/12/2019,2019,,-0.0078,
324133,ONE CLICK GROUP LTD,31/12/2019,2019,0.001,-0.0075,
324138,MOBILICOM LTD,31/12/2019,2019,0.057,-0.0149,
324328,EPSILON HEALTHCARE LTD,31/12/2019,2019,0.215,-0.088,
324494,BERONI GROUP LTD,31/12/2019,2019,1.25,-0.1088,
324500,ELSIGHT LTD,31/12/2019,2019,0.3,-0.0333,
324823,IMAGION BIOSYSTEMS LIMITED,31/12/2019,2019,0.012,-0.01,
324881,EAGLE HEALTH HOLDI,31/12/2019,2019,0.14,0.0264,5.303030303
325072,NUSANTARA RESOURCE,31/12/2019,2019,0.23,-0.0143,
325105,PROSPECH LTD,31/12/2019,2019,,,
325583,COLORTV LIMITED,31/12/2019,2019,0.016,-0.0026,
325899,TELIX PHARMACEUTICALS LTD,31/12/2019,2019,0.995,-0.1194,
325936,AIC MINES LTD,31/12/2019,2019,0.23,,
326109,NEW ENERGY SOLAR,31/12/2019,2019,1.025,-0.012,
326184,WHITEHAWK LIMITED,31/12/2019,2019,0.04,-0.0192,
326368,CYGNUS METALS LIMITED,31/12/2019,2019,0.041,-0.0142,
326371,ELIXINOL WELLNESS LTD,31/12/2019,2019,0.295,-0.498,
326638,SIMBLE SOLUTIONS L,31/12/2019,2019,0.013,-0.0672,
327365,PARAZERO LTD,31/12/2019,2019,0.036,-0.0181,
327547,MARLEY SPOON SE,31/12/2019,2019,,,
327665,VIVA ENERGY GROUP,31/12/2019,2019,1.27,0.0583,21.7838765
327920,MONTEM RESOURCES LTD,31/12/2019,2019,,,
327996,MELODIOL GLOBAL HEALTH LTD,31/12/2019,2019,0.059,-0.1047,
328311,NANOVEU LTD,31/12/2019,2019,0.025,-0.0255,
328627,MIDAS MINERALS LTD,31/12/2019,2019,,,
329138,HERAMED LIMITED,31/12/2019,2019,0.145,-0.0354,
329145,SYMBOL MINING LTD,31/12/2019,2019,0.007,-0.01,
329444,TALIUS GROUP LIMITED,31/12/2019,2019,0.0035,-0.0054,
329871,NOVIQTECH LIMITED,31/12/2019,2019,0.01,-0.0507,
330020,SCALARE PARTNERS HOLDINGS LI,31/12/2019,2019,0.036,,
331013,AFRICAN GOLD LTD,31/12/2019,2019,0.05,-0.019,
331528,NEXT SCIENCE LTD,31/12/2019,2019,1.285,-0.0865,
332998,ADRABBIT LIMITED,31/12/2019,2019,0.18,,
333391,LCL RESOURCES LTD,31/12/2019,2019,0.024,-0.0248,
333823,OSTEOPORE LTD,31/12/2019,2019,0.38,-0.0826,
335713,OPEN LEARNING LTD,31/12/2019,2019,0.225,-0.0553,
336490,NITRO SOFTWARE LTD,31/12/2019,2019,1.18,-0.1084,
336868,KEMAO INDUSTRIES LTD,31/12/2019,2019,0.61,,
338640,TPG TELECOM LTD,31/12/2019,2019,8.434,,
339999,SIREN GOLD LIMITED,31/12/2019,2019,,,
340402,MEGADO MINERALS LIMITED,31/12/2019,2019,,,
342576,DETERRA ROYALTIES LTD,31/12/2019,2019,,,
344091,AKORA RESOURCES LIMITED,31/12/2019,2019,,,
345624,AOBO ENVIRONMENTAL TECHNOLOG,31/12/2019,2019,,,
345710,DALRYMPLE BAY INFRASTRUCTURE,31/12/2019,2019,,,
345928,ROCKETDNA LTD,31/12/2019,2019,,,
346142,3D METALFORGE LIMITED,31/12/2019,2019,,,
346855,GENMIN LIMITED,31/12/2019,2019,,,
346966,ISLAND PHARMACEUTICALS LTD,31/12/2019,2019,,,
348969,DRA GLOBAL LTD,31/12/2019,2019,,,
348988,AERISON GROUP LIMITED,31/12/2019,2019,,,
349318,29METALS LIMITED,31/12/2019,2019,,,
350627,DRAGONFLY BIOSCIENCES LTD,31/12/2019,2019,,,
351070,VENTIA SERVICES GROUP LTD,31/12/2019,2019,,,
351211,BLACK MOUNTAIN ENERGY LTD,31/12/2019,2019,,,
351262,THE HYDRATION PHARMACEUTICAL,31/12/2019,2019,,,
351694,OREXPLORE TECHNOLOGIES LTD,31/12/2019,2019,,,
254380,SIGMA HEALTHCARE LTD,31/1/2020,2019,0.605,-0.0126,
245323,NAMOI COTTON LTD,29/2/2020,2019,0.35,-0.0784,
272236,JUPITER MINES LTD,29/2/2020,2019,0.28,,
282380,ORION METALS LTD,29/2/2020,2019,0.02,-0.0011,
017544,CSR LTD,31/3/2020,2019,3.68,0.2539,14.49389523
100477,JAMES HARDIE INDUSTRIES PLC,31/3/2020,2019,27.52,,
101256,FISHER & PAYKEL HEALTHCARE,31/3/2020,2019,35.6,0.5004,71.14308553
179107,CHAMPION IRON LTD,31/3/2020,2019,1.95,0.2,9.75
201015,ALS LTD,31/3/2020,2019,6.56,0.158,41.51898734
201555,SMARTPAY HOLDINGS LTD,31/3/2020,2019,0.665,-0.026,
203699,TASK GROUP HOLDINGS LTD,31/3/2020,2019,0.93,,
209828,INFRATIL LTD,31/3/2020,2019,4.7,0.4145,11.33896261
247593,WINGARA AG LIMITED,31/3/2020,2019,0.25,0.0075,33.33333333
249874,AUSTRALIAN AGRICULTRL CO LTD,31/3/2020,2019,1.03,0.0525,19.61904762
253534,FINDI LIMITED,31/3/2020,2019,0.21,0.0206,10.19417476
271281,BLOSSOMVALE HOLDINGS LTD,31/3/2020,2019,0.041,-0.0229,
274808,HYTERRA LTD,31/3/2020,2019,0.006,-0.0059,
274820,AUSNET SERVICES,31/3/2020,2019,1.67,0.0788,21.1928934
275475,TTA HOLDINGS LTD,31/3/2020,2019,0.009,-0.0195,
281811,THORN GROUP LTD,31/3/2020,2019,0.084,-0.3369,
282226,EXCITE TECHNOLOGY SERVICES,31/3/2020,2019,0.025,-0.1417,
284844,XERO LIMITED,31/3/2020,2019,90.11,0.0234,3850.854701
285319,WOLLONGONG COAL LTD,31/3/2020,2019,,-0.012,
289368,LEGACY IRON ORE,31/3/2020,2019,0.002,-0.0004,
316964,AMPLIA THERAPEUTICS LTD,31/3/2020,2019,0.125,-0.0458,
318212,EROAD LTD,31/3/2020,2019,3.23,0.0148,218.2432432
318772,EMBARK EARLY EDUCATION,31/3/2020,2019,0.12,,
321575,VOLPARA HEALTH TECH,31/3/2020,2019,1.37,-0.0969,
325285,OLYMPIO METALS LIMITED,31/3/2020,2019,0.031,-0.0433,
326211,PAYGROUP LTD,31/3/2020,2019,0.825,-0.0357,
327264,HALO FOOD CO LIMITED,31/3/2020,2019,0.23,-0.0385,
339154,AROA BIOSURGERY LTD,31/3/2020,2019,,,
349004,RED RIDGE GROUP LIMITED,31/3/2020,2019,,,
351225,INFINITY MINING LIMITED,31/3/2020,2019,,,
223097,METCASH LTD,30/4/2020,2019,2.71,-0.0624,
298537,COLLINS FOODS LTD,30/4/2020,2019,9.52,0.2682,35.49589858
322141,RICEGROWERS LTD,30/4/2020,2019,5.25,0.4582,11.45787866
005302,LABYRINTH RESOURCES LIMITED,30/6/2020,2020,0.021,-0.0011,
013312,BHP GROUP LTD,30/6/2020,2020,35.6,1.5733,22.62759804
014242,ANSELL LTD,30/6/2020,2020,37.1,1.218,30.45977011
016602,THE IQ GROUP GLOBAL LTD,30/6/2020,2020,0.53,-0.1183,
017525,ORIGIN ENERGY LTD,30/6/2020,2020,4.3,0.0472,91.10169492
018043,NEWS CORP,30/6/2020,2020,14.02,-2.16,
019731,ORBITAL CORP LTD,30/6/2020,2020,1.21,0.024,50.41666667
023681,SENEX ENERGY LTD,30/6/2020,2020,0.32,-0.0353,
024433,ASTUTE METALS NL,30/6/2020,2020,0.007,-0.0006,
031887,RESMED INC,30/6/2020,2020,171.43,4.31,39.774942
033805,SPORTSHERO LIMITED,30/6/2020,2020,0.021,-0.0039,
037798,TRITIUM DCFC LTD,30/6/2020,2020,,,
062403,FLETCHER BUILDING LTD,30/6/2020,2020,3.85,-0.2347,
100243,AMCOR PLC,30/6/2020,2020,8.85,,
100251,AGL ENERGY,30/6/2020,2020,13.62,1.5843,8.596856656
100461,BRAMBLES LTD,30/6/2020,2020,10.49,0.3081,34.04738721
100800,MCPHERSONS LTD,30/6/2020,2020,3.04,0.0567,53.61552028
100894,WOOLWORTHS GROUP LTD,30/6/2020,2020,36.43,0.9261,39.33700464
101392,BEACH ENERGY LTD,30/6/2020,2020,1.32,0.2197,6.00819299
101513,ST BARBARA LTD,30/6/2020,2020,2.98,0.1833,16.25750136
101568,AMOTIV LIMITED,30/6/2020,2020,11.38,0.5039,22.583846
101597,MACMAHON HOLDINGS LTD,30/6/2020,2020,0.255,0.031,8.225806452
101601,WESFARMERS LTD,30/6/2020,2020,44.42,1.4341,30.97413012
101605,REECE LTD,30/6/2020,2020,12.95,0.3989,32.46427676
101742,GWA GROUP LTD,30/6/2020,2020,2.78,0.1663,16.71677691
102202,DEEP YELLOW LTD,30/6/2020,2020,0.315,0.0119,26.47058824
102234,AIR NEW ZEALAND LTD,30/6/2020,2020,1.37,-0.4043,
103084,NEWCREST MINING LTD,30/6/2020,2020,31.24,0.8337,37.47151253
104831,SPARK NEW ZEALAND LTD,30/6/2020,2020,4.7,,
104960,OVATO LTD,30/6/2020,2020,0.01,-0.1486,
105117,SEVEN WEST MEDIA LTD,30/6/2020,2020,0.11,-0.1313,
117116,KAZIA THERAPEUTICS LIMITED,30/6/2020,2020,0.96,,
200157,EVT LIMITED,30/6/2020,2020,9.64,-0.2235,
200729,BEYOND INTERNATIONAL GRP LTD,30/6/2020,2020,0.525,-0.1042,
200779,BLACKMORES LTD,30/6/2020,2020,63.07,0.8661,72.82069045
200782,HORIZON OIL LTD,30/6/2020,2020,0.058,-0.0423,
200972,ORCODA LTD,30/6/2020,2020,0.092,-0.0616,
201317,COVENTRY GROUP LTD,30/6/2020,2020,0.78,0.0088,88.63636364
201349,TZ LTD,30/6/2020,2020,0.05,-0.0636,
201350,CUE ENERGY RESOURCES LTD,30/6/2020,2020,0.185,0.0019,97.36842105
201616,LACHLAN STAR LTD,30/6/2020,2020,0.014,-0.0006,
201669,BOTANIX PHARMACEUTICALS LTD,30/6/2020,2020,0.095,-0.0179,
201739,EBOS GROUP LTD,30/6/2020,2020,24.44,1.0059,24.29664977
202023,ENERGY WORLD CORP LTD,30/6/2020,2020,0.07,0.0065,10.76923077
202649,GROUP 6 METALS LTD,30/6/2020,2020,0.058,-0.0104,
202741,HAOMA MINING NL,30/6/2020,2020,,-0.0251,
202929,KINGSGATE CONSOLIDATED LTD,30/6/2020,2020,0.855,-0.1084,
203007,HARVEY NORMAN HLDGS LTD,30/6/2020,2020,4.53,0.3919,11.55907119
203037,TOURISM HOLDINGS LTD,30/6/2020,2020,2.22,0.186,11.93548387
203038,HELIX RESOURCES NL,30/6/2020,2020,0.016,-0.001,
203071,HILLS LTD,30/6/2020,2020,0.15,,
203209,DGL GROUP LIMITED,30/6/2020,2020,,,
203336,HORIZON MINERALS LTD,30/6/2020,2020,0.125,0.0024,52.08333333
203485,KORVEST LTD,30/6/2020,2020,4.2,0.3583,11.72202065
203545,LAKES BLUE ENERGY NL,30/6/2020,2020,0.0015,0,
204081,KINGSTON RESOURCES LTD,30/6/2020,2020,0.24,-0.0042,
205148,MICHAEL HILL INTL LTD,30/6/2020,2020,0.44,,
205194,MINERAL RESOURCES LTD,30/6/2020,2020,24.91,5.3296,4.673896728
205282,MOUNT BURGESS MINING NL,30/6/2020,2020,0.007,-0.0005,
205371,OLDFIELDS HOLDINGS LTD,30/6/2020,2020,0.08,-0.0125,
206146,ORPHEUS URANIUM LTD,30/6/2020,2020,0.008,-0.0011,
206196,DEMETALLICA LIMITED,30/6/2020,2020,,,
207014,NOVA MINERALS LTD,30/6/2020,2020,0.1,-0.0043,
207085,ADSLOT LTD,30/6/2020,2020,0.024,-0.0096,
207097,SONIC HEALTHCARE LTD,30/6/2020,2020,33.16,1.1115,29.83355825
207103,RIDLEY CORP LTD,30/6/2020,2020,0.815,-0.0277,
207300,FLIGHT CENTRE TRAVEL GROUP,30/6/2020,2020,13.77,-5.5209,
208001,ASARA RESOURCES LIMITED,30/6/2020,2020,0.017,-0.0056,
208012,INOVIQ LTD,30/6/2020,2020,0.026,-0.0024,
208079,SIMS LTD,30/6/2020,2020,7.58,-1.3125,
208215,SPOTLESS GROUP LTD,30/6/2020,2020,,-0.0482,
208239,K&S CORP LTD,30/6/2020,2020,1.29,0.0894,14.4295302
208326,SGH LIMITED,30/6/2020,2020,17.92,0.3416,52.45901639
208584,PRT COMPANY LIMITED,30/6/2020,2020,0.125,0.018,6.944444444
208606,PROPERTY CONNECT HOLDINGS,30/6/2020,2020,0.0015,-0.001,
209221,SENETAS CORP,30/6/2020,2020,0.06,-0.001,
209423,VILLAGE ROADSHOW LTD,30/6/2020,2020,2.17,-0.6014,
209518,JUMBO INTERACTIVE LTD,30/6/2020,2020,12.5,0.4154,30.09147809
209626,KAIROS MINERALS LTD,30/6/2020,2020,0.059,-0.0013,
210216,TELSTRA GROUP LIMITED,30/6/2020,2020,2.78,0.1531,18.15806662
210268,GREENVALE ENERGY LTD,30/6/2020,2020,0.057,-0.0051,
210805,PERENTI LTD,30/6/2020,2020,1.145,0.0346,33.09248555
210904,ELEVATE URANIUM LTD,30/6/2020,2020,0.08,-0.0161,
211365,NORWOOD SYSTEMS LTD,30/6/2020,2020,0.026,-0.0085,
211367,REGIS RESOURCES LTD,30/6/2020,2020,5.01,0.3926,12.76107998
211517,RESONANCE HEALTH LTD,30/6/2020,2020,0.165,-0.0017,
211528,ARB CORP,30/6/2020,2020,27.65,0.718,38.5097493
211531,ATLAS PEARLS LTD,30/6/2020,2020,0.008,-0.019,
211536,PRODIGY GOLD NL,30/6/2020,2020,0.069,-0.01,
211545,AUSTRALIAN VINTAGE LTD,30/6/2020,2020,0.495,0.039,12.69230769
211546,HEALTH AND PLANT PROTEIN GRP,30/6/2020,2020,0.185,-0.0289,
211557,CITIGOLD CORP LTD,30/6/2020,2020,0.012,-0.0004,
211559,OPTHEA LTD,30/6/2020,2020,2.84,-0.0634,
211574,ENVIRONMENTAL CLEAN TECH LTD,30/6/2020,2020,0.0015,-0.0005,
211576,GLOBAL PETROLEUM LTD,30/6/2020,2020,0.0083,,
211585,SCHAFFER CORP,30/6/2020,2020,15.25,1.7191,8.870920831
212167,SKYCITY ENTERTAINMENT GROUP,30/6/2020,2020,2.98,0.3538,8.422837761
212381,AV JENNINGS LTD,30/6/2020,2020,0.535,0.0223,23.99103139
212413,ALKANE RESOURCES LTD,30/6/2020,2020,1.41,0.0244,57.78688525
212415,ALLIANCE RESOURCES LTD,30/6/2020,2020,0.22,-0.0113,
212418,ASTRAL RESOURCES NL,30/6/2020,2020,0.16,-0.0067,
212427,FORTESCUE LTD,30/6/2020,2020,16.3,1.5387,10.59335803
212431,SCANTECH LTD,30/6/2020,2020,,0.2384,
212635,COCHLEAR LTD,30/6/2020,2020,198,-3.996,
212644,SUNDANCE RESOURCES LTD,30/6/2020,2020,0.0055,-0.0004,
212650,TRANSURBAN GROUP,30/6/2020,2020,14.11,-0.0407,
212653,WESTGOLD RESOURCES LTD,30/6/2020,2020,2.36,0.0865,27.28323699
212657,EQUUS MINING LTD,30/6/2020,2020,0.012,-0.0013,
212658,LYNAS RARE EARTHS LIMITED,30/6/2020,2020,2.32,-0.0279,
213644,TITANIUM SANDS LTD,30/6/2020,2020,0.044,-0.0018,
214099,IGNITE LTD,30/6/2020,2020,0.024,-0.0422,
214644,TROY RESOURCES LTD,30/6/2020,2020,0.09,-0.0715,
216480,TANAMI GOLD NL,30/6/2020,2020,0.059,0.0002,295
217868,GREENX METALS LIMITED,30/6/2020,2020,0.235,-0.0152,
217874,HAWTHORN RESOURCES LTD,30/6/2020,2020,0.13,0.0271,4.79704797
217880,ADAVALE RESOURCES LTD,30/6/2020,2020,0.039,-0.0037,
220244,QANTAS AIRWAYS LTD,30/6/2020,2020,4.05,-1.2955,
221095,CARNEGIE CLEAN ENERGY LTD,30/6/2020,2020,0.0015,-0.0002,
221178,ARIZONA LITHIUM LIMITED,30/6/2020,2020,0.014,-0.004,
221190,SEAFARMS GROUP LTD,30/6/2020,2020,0.125,-0.0124,
221464,CTI LOGISTICS LTD,30/6/2020,2020,0.6,-0.058,
221613,JOYCE CORP LTD,30/6/2020,2020,1.5,-0.0395,
222202,TABCORP HOLDINGS LTD,30/6/2020,2020,3.34,-0.4294,
222301,CROWN RESORTS LTD,30/6/2020,2020,8.79,0.1174,74.87223169
222761,AUCKLAND INTL AIRPORT LTD,30/6/2020,2020,7.285,0.1516,48.05408971
223003,CSL LTD,30/6/2020,2020,287,4.633,61.94690265
226142,SPARC TECHNOLOGIES LTD-OLD,30/6/2020,2020,0.001,-0.0001,
226186,ZIMPLATS HOLDINGS LTD,30/6/2020,2020,8.99,2.4326,3.695634301
226744,RAMSAY HEALTH CARE LTD,30/6/2020,2020,66.08,1.3104,50.42735043
227297,CULLEN RESOURCES NL,30/6/2020,2020,0.028,-0.004,
231316,SILEX SYSTEMS LTD,30/6/2020,2020,0.565,-0.0455,
232041,AUSTAL LTD,30/6/2020,2020,3.28,0.2498,13.1305044
232102,SUREFIRE RESOURCES NL,30/6/2020,2020,0.022,-0.0019,
232122,MACQUARIE TECHNOLOGY GROUP,30/6/2020,2020,47.26,0.6356,74.35494021
234276,PENINSULA ENERGY LTD,30/6/2020,2020,0.065,-0.0272,
234876,BORAL LTD,30/6/2020,2020,4.56,-0.9482,
235498,ADACEL TECHNOLOGIES LTD,30/6/2020,2020,0.65,0.0471,13.80042463
235645,CELSIUS RESOURCES LTD,30/6/2020,2020,0.03,-0.0009,
236836,FIRST LITHIUM LIMITED,30/6/2020,2020,0.022,,
237776,STREAMPLAY STUDIO LTD,30/6/2020,2020,0.04,-0.002,
237805,MPOWER GROUP LTD,30/6/2020,2020,0.025,-0.0157,
241372,A2B AUSTRALIA LTD,30/6/2020,2020,1.09,-0.1978,
241378,CLOUGH LTD,30/6/2020,2020,,-0.0394,
241380,DOWNER EDI LTD,30/6/2020,2020,4.4,-0.2663,
241393,INFOMEDIA LTD,30/6/2020,2020,1.62,0.0569,28.47100176
241401,CITY CHIC COLLECTIVE LTD,30/6/2020,2020,2.91,0.0477,61.00628931
241405,HEALIUS LTD,30/6/2020,2020,3.59,0.1156,31.05536332
241406,ALTIUM LTD,30/6/2020,2020,35.92,0.236,152.2033898
241412,SERVCORP LTD,30/6/2020,2020,2.43,0.0716,33.93854749
241878,REDFLEX HOLDINGS LTD,30/6/2020,2020,0.39,-0.069,
242326,OPTISCAN IMAGING LTD,30/6/2020,2020,0.097,-0.0037,
242327,INTEGRATED GREEN ENERGY SOLU,30/6/2020,2020,0.13,,
242333,PRO MEDICUS LTD,30/6/2020,2020,27.07,0.2221,121.8820351
242334,CELLNET GROUP LTD,30/6/2020,2020,0.04,-0.0224,
242336,COLLECTION HOUSE LTD,30/6/2020,2020,1.085,-1.0318,
242341,COMPUMEDICS LTD,30/6/2020,2020,0.43,-0.033,
242351,RMG LTD,30/6/2020,2020,0.007,-0.0015,
242369,HANSEN TECHNOLOGIES LTD,30/6/2020,2020,3.88,0.1301,29.82321291
242375,INTEGRATED RESEARCH LTD,30/6/2020,2020,3.54,0.14,25.28571429
242536,APA GROUP,30/6/2020,2020,10.33,0.2688,38.43005952
242587,INDIANA RESOURCES LTD,30/6/2020,2020,0.048,-0.0385,
242599,CONSTELLATION TECHNOLOGIES,30/6/2020,2020,0.024,-0.0033,
242607,LIVETILES LTD,30/6/2020,2020,0.195,-0.04,
242645,BSA LTD,30/6/2020,2020,0.29,0.0181,16.02209945
242650,BREVILLE GROUP LTD,30/6/2020,2020,25.17,0.505,49.84158416
242679,DATA3 LTD,30/6/2020,2020,6.56,0.1535,42.73615635
242682,WHITE ENERGY CO LTD,30/6/2020,2020,0.14,-0.0039,
242719,FLEETWOOD LTD,30/6/2020,2020,1.74,-0.0192,
242770,PROPHECY INTL HLDS LTD,30/6/2020,2020,0.54,-0.086,
242795,MONADELPHOUS GROUP LTD,30/6/2020,2020,10.14,0.3865,26.23544631
242978,MOAB MINERALS LTD,30/6/2020,2020,0.006,-0.0004,
243008,OBJECTIVE CORP LTD,30/6/2020,2020,12.51,0.1184,105.6587838
243033,COAST ENTERTAINMENT HOLDINGS,30/6/2020,2020,0.56,,
244396,AURIS MINERALS LTD,30/6/2020,2020,0.115,-0.001,
244817,INSTITUTE OF DRUG TECH AU,30/6/2020,2020,0.175,-0.0081,
244819,RESPIRI LTD,30/6/2020,2020,0.21,-0.0127,
244820,PRESTAL HOLDINGS LIMITED,30/6/2020,2020,0.45,0.0368,12.22826087
245996,AJ LUCAS GROUP LTD,30/6/2020,2020,0.03,-0.0087,
246003,EXCELSIOR CAPITAL LTD,30/6/2020,2020,1.565,0.1269,12.33254531
246004,SEQUOIA FINANCIAL GROUP LTD,30/6/2020,2020,0.32,0.0161,19.8757764
246008,ALEXIUM INTERNATIONAL GROUP,30/6/2020,2020,0.062,-0.0126,
246010,GENETIC TECHNOLOGIES LIMITED,30/6/2020,2020,0.008,-0.0015,
246015,EMERALD RESOURCES NL,30/6/2020,2020,0.595,-0.0223,
